id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
650694,CA,INDIVIDUAL,4 years,Kaiser Permanente,E,RENT,2021-01-11,2021-06-14,2021-01-14,Fully Paid,2021-02-14,832361,Debt Consolidation,E2,36 months,Source Verified,50000.00,0.1296,568.62,0.1677,16000.00,21,20471.00
652080,CA,INDIVIDUAL,5 years,wellsfargo bank,E,RENT,2021-01-11,2021-05-16,2021-01-14,Fully Paid,2021-02-14,834027,Debt Consolidation,E3,36 months,Source Verified,36000.00,0.0977,196.48,0.1714,5500.00,11,7074.00
782475,CA,INDIVIDUAL,< 1 year,vibra hospital of san diego,E,RENT,2021-06-11,2021-05-16,2021-11-13,Fully Paid,2021-12-13,985466,Debt Consolidation,E1,36 months,Source Verified,36000.00,0.0573,221.13,0.1939,6000.00,8,7865.00
598112,TX,INDIVIDUAL,< 1 year,Black Box Network Services,E,RENT,2021-10-10,2021-04-13,2021-04-13,Fully Paid,2021-05-13,767681,Debt Consolidation,E5,36 months,Source Verified,35000.00,0.1776,361.18,0.1793,10000.00,17,12859.00
395778,MD,INDIVIDUAL,< 1 year,McNeil Technologies,E,RENT,2021-05-09,2021-09-15,2021-05-12,Fully Paid,2021-06-12,435556,Debt Consolidation,E2,36 months,Source Verified,66996.00,0.1625,215.34,0.1600,16000.00,27,7752.00
708245,NY,INDIVIDUAL,1 year,hsbc bank,E,RENT,2021-03-11,2021-03-16,2021-03-12,Fully Paid,2021-04-12,900713,Debt Consolidation,E2,36 months,Source Verified,45000.00,0.0309,177.70,0.1677,5000.00,10,5682.00
829218,IL,INDIVIDUAL,10+ years,Mayer Brown LLP,E,RENT,2021-07-11,2021-01-15,2021-12-13,Fully Paid,2022-01-13,1038311,Debt Consolidation,E2,36 months,Source Verified,61828.08,0.1260,163.57,0.1839,4500.00,17,5789.00
665076,NJ,INDIVIDUAL,2 years,MTA NEW YORK CITY TRANSIT,E,RENT,2021-02-11,2021-05-16,2021-02-14,Fully Paid,2021-03-14,850346,Debt Consolidation,E1,36 months,Source Verified,95400.00,0.0896,353.55,0.1640,10000.00,15,12729.00
1035086,NM,INDIVIDUAL,2 years,Universal Communication,E,RENT,2021-11-11,2021-05-16,2021-10-14,Fully Paid,2021-11-14,1264698,Debt Consolidation,E3,36 months,Source Verified,36000.00,0.1557,221.22,0.1942,6000.00,6,7953.00
620692,CA,INDIVIDUAL,< 1 year,Accellion,E,RENT,2021-11-10,2021-05-16,2021-12-13,Fully Paid,2022-01-13,795505,Debt Consolidation,E2,36 months,Source Verified,120000.00,0.1425,706.31,0.1632,20000.00,19,25428.00
701975,MN,INDIVIDUAL,2 years,border foods,F,RENT,2021-03-11,2021-11-15,2021-07-13,Fully Paid,2021-08-13,893813,Debt Consolidation,F2,36 months,Source Verified,43560.00,0.0543,455.81,0.1862,12500.00,8,15628.00
399085,MI,INDIVIDUAL,8 years,East China Public Schools,F,RENT,2021-05-09,2021-12-05,2021-05-12,Fully Paid,2021-06-12,441428,Debt Consolidation,F1,36 months,Source Verified,71480.00,0.1165,629.81,0.1726,17600.00,19,22673.00
1027930,NY,INDIVIDUAL,10+ years,Secondary School for law,F,RENT,2021-11-11,2021-02-16,2021-08-14,Fully Paid,2021-09-14,1257520,Debt Consolidation,F1,36 months,Source Verified,106300.00,0.1953,188.10,0.2089,5000.00,37,6743.00
767252,PA,INDIVIDUAL,6 years,Sumas Corporation,F,RENT,2021-05-11,2021-04-16,2021-03-14,Fully Paid,2021-04-14,968310,Debt Consolidation,F1,36 months,Source Verified,50880.00,0.1476,559.37,0.2025,15000.00,10,20082.00
716187,WI,INDIVIDUAL,2 years,Northwestern Mutual,F,RENT,2021-04-11,2021-04-14,2021-04-14,Fully Paid,2021-05-14,909967,Debt Consolidation,F1,36 months,Source Verified,50004.00,0.0295,181.39,0.1825,5000.00,5,6530.00
505639,NY,INDIVIDUAL,5 years,Dr. Douglas Seckendorf,F,RENT,2021-04-10,2021-05-16,2021-11-12,Fully Paid,2021-12-12,651627,Debt Consolidation,F1,36 months,Source Verified,40320.00,0.0682,254.13,0.1830,7000.00,7,9330.00
381025,MD,INDIVIDUAL,7 years,Department of Defense (DOD),F,RENT,2021-05-10,2021-04-16,2021-10-11,Fully Paid,2021-11-11,409016,Debt Consolidation,F1,36 months,Source Verified,130606.00,0.2210,726.07,0.1830,20000.00,48,24047.00
514853,TX,INDIVIDUAL,8 years,Wipro,F,RENT,2021-05-10,2021-12-15,2021-05-13,Fully Paid,2021-06-13,665521,Debt Consolidation,F2,36 months,Source Verified,80000.00,0.0838,467.08,0.1867,12800.00,8,16816.00
379642,NY,INDIVIDUAL,2 years,Promenet inc,F,RENT,2021-02-09,2021-05-16,2021-09-11,Fully Paid,2021-10-11,406270,Debt Consolidation,F2,36 months,Source Verified,65000.00,0.0862,431.31,0.1758,12000.00,16,15394.00
763625,VA,INDIVIDUAL,4 years,Management Systems International,G,RENT,2021-05-11,2021-12-15,2021-07-14,Fully Paid,2021-08-14,964264,Debt Consolidation,G1,36 months,Source Verified,50000.00,0.1898,478.10,0.2211,12500.00,34,17250.00
592639,MA,INDIVIDUAL,5 years,steam ship authority,G,RENT,2021-10-10,2021-10-13,2021-10-13,Fully Paid,2021-11-13,761125,Debt Consolidation,G4,36 months,Source Verified,30000.00,0.0744,75.63,0.2127,2000.00,3,2723.00
635146,WA,INDIVIDUAL,2 years,Peninsula Spine and Wellness,G,RENT,2021-12-10,2021-05-13,2021-05-13,Fully Paid,2021-06-13,813634,Debt Consolidation,G2,36 months,Source Verified,147000.00,0.1153,892.30,0.2003,24000.00,37,31617.00
752901,AZ,INDIVIDUAL,9 years,Embry-Riddle Aeronautical University,G,RENT,2021-05-11,2021-09-14,2021-05-13,Fully Paid,2021-06-13,952523,Debt Consolidation,G1,36 months,Source Verified,40255.00,0.1526,229.49,0.2211,6000.00,47,7910.00
409658,WI,INDIVIDUAL,8 years,R and D Systems  Inc.,A,RENT,2021-06-09,2021-12-06,2021-06-12,Fully Paid,2021-07-12,460546,Debt Consolidation,A5,36 months,Source Verified,54996.00,0.0124,115.54,0.0963,3600.00,29,4160.00
598336,CA,INDIVIDUAL,1 year,"Singer, Trayor & Scholefield",B,RENT,2021-10-10,2021-11-13,2021-11-13,Fully Paid,2021-12-13,767943,Debt Consolidation,B3,36 months,Source Verified,53800.00,0.1329,224.63,0.0962,7000.00,9,8087.00
1015919,RI,INDIVIDUAL,10+ years,Bob's Stores,C,RENT,2021-11-11,2021-05-16,2021-01-15,Fully Paid,2021-02-15,1243612,Debt Consolidation,C3,36 months,Source Verified,48000.00,0.1468,86.24,0.1465,2500.00,9,3119.00
572849,NJ,INDIVIDUAL,3 years,CREDIT SUISSE,C,RENT,2021-09-10,2021-08-15,2021-02-13,Fully Paid,2021-03-13,736865,Debt Consolidation,C3,36 months,Source Verified,98000.00,0.1611,170.84,0.1398,5000.00,9,6097.00
533153,MD,INDIVIDUAL,9 years,Army,C,RENT,2021-06-10,2021-07-14,2021-07-13,Fully Paid,2021-08-13,689124,Debt Consolidation,C5,36 months,Source Verified,63000.00,0.0815,86.33,0.1472,2500.00,7,3108.00
791323,NY,INDIVIDUAL,10+ years,"AMTRAK, NRPC",D,RENT,2021-06-11,2021-08-15,2021-05-12,Fully Paid,2021-06-12,995621,Debt Consolidation,D1,36 months,Source Verified,90000.00,0.1219,349.70,0.1562,10000.00,30,11027.00
820986,OH,INDIVIDUAL,10+ years,westerville city schools,C,RENT,2021-07-11,2021-08-14,2021-08-14,Fully Paid,2021-09-14,1029241,Debt Consolidation,C3,36 months,Source Verified,33000.00,0.0578,290.47,0.1399,8500.00,29,10457.00
499381,NJ,INDIVIDUAL,9 years,utiliquest inc,C,RENT,2021-04-10,2021-09-15,2021-04-13,Fully Paid,2021-05-13,640964,Debt Consolidation,C3,36 months,Source Verified,43200.00,0.0733,135.70,0.1348,4000.00,9,4885.00
800934,NM,INDIVIDUAL,5 years,Gap Inc,A,MORTGAGE,2021-07-11,2021-03-13,2021-03-13,Fully Paid,2021-04-13,1006472,Debt Consolidation,A5,36 months,Source Verified,60000.00,0.1880,329.05,0.0849,10425.00,20,11500.00
884858,MN,INDIVIDUAL,6 years,Marketstar,A,MORTGAGE,2021-09-11,2021-05-16,2021-10-14,Fully Paid,2021-11-14,1100430,Debt Consolidation,A1,36 months,Source Verified,44000.00,0.1745,213.05,0.0603,7000.00,26,7670.00
406212,GA,INDIVIDUAL,10+ years,GMCF,B,MORTGAGE,2021-05-09,2021-04-16,2021-06-12,Fully Paid,2021-07-12,454708,Debt Consolidation,B1,36 months,Source Verified,230000.00,0.0540,327.14,0.1095,10000.00,26,11777.00
651923,FL,INDIVIDUAL,10+ years,Vacation Resorts Intl,B,MORTGAGE,2021-01-11,2021-12-11,2021-10-12,Fully Paid,2021-11-12,833858,Debt Consolidation,B2,36 months,Source Verified,70000.00,0.1359,258.14,0.1000,8000.00,13,9047.00
374462,MO,INDIVIDUAL,3 years,Nixa Fire Prot. Dist.,B,MORTGAGE,2021-01-09,2021-11-09,2021-09-11,Fully Paid,2021-10-11,395637,Debt Consolidation,B1,36 months,Source Verified,50000.00,0.0638,163.57,0.1095,5000.00,14,5878.00
675864,WA,INDIVIDUAL,3 years,Synopsys,B,MORTGAGE,2021-02-11,2021-09-14,2021-09-12,Fully Paid,2021-10-12,863715,Debt Consolidation,B3,36 months,Source Verified,145000.00,0.1833,389.30,0.1037,12000.00,33,13413.00
654824,WI,INDIVIDUAL,3 years,Connecture Inc,B,MORTGAGE,2021-01-11,2021-11-02,2021-03-11,Fully Paid,2021-04-11,837407,Debt Consolidation,B5,36 months,Source Verified,95000.00,0.1602,590.24,0.1111,18000.00,34,18169.00
783017,OH,INDIVIDUAL,4 years,Sauder Woodworking Company,B,MORTGAGE,2021-06-11,2021-05-16,2021-12-12,Fully Paid,2022-01-12,986087,Debt Consolidation,B4,36 months,Source Verified,34800.00,0.0769,197.01,0.1149,5975.00,17,6757.00
805828,FL,INDIVIDUAL,6 years,Lifecare Center of Winter Haven,B,MORTGAGE,2021-08-11,2021-05-16,2021-09-13,Fully Paid,2021-10-13,1011964,Debt Consolidation,B5,36 months,Source Verified,43000.00,0.0927,498.15,0.1199,15000.00,8,17620.00
834975,CO,INDIVIDUAL,7 years,G4S Security Services,B,MORTGAGE,2021-08-11,2021-08-14,2021-07-14,Fully Paid,2021-08-14,1044879,Debt Consolidation,B1,36 months,Source Verified,25480.00,0.2265,161.32,0.0999,5000.00,13,5806.00
538168,VA,INDIVIDUAL,7 years,TW Cable,B,MORTGAGE,2021-06-10,2021-08-15,2021-06-12,Fully Paid,2021-07-12,695093,Debt Consolidation,B1,36 months,Source Verified,60000.00,0.1812,194.68,0.1038,6000.00,22,6861.00
500286,OK,INDIVIDUAL,8 years,AAA Cooper Transportation,B,MORTGAGE,2021-04-10,2021-11-05,2021-05-11,Fully Paid,2021-06-11,642464,Debt Consolidation,B5,36 months,Source Verified,70000.00,0.0785,157.98,0.1136,4800.00,19,5305.00
821011,GA,INDIVIDUAL,< 1 year,Heritage Healthcare of Macon,B,MORTGAGE,2021-07-11,2021-05-16,2021-01-13,Fully Paid,2021-02-13,1029268,Debt Consolidation,B1,36 months,Source Verified,76960.00,0.2174,483.94,0.0999,15000.00,38,16699.00
1017211,VA,INDIVIDUAL,10+ years,GEICO,B,MORTGAGE,2021-11-11,2021-04-16,2021-12-14,Fully Paid,2022-01-14,1245169,Debt Consolidation,B3,36 months,Source Verified,67000.00,0.1730,82.69,0.1171,2500.00,41,2977.00
1051000,CO,INDIVIDUAL,10+ years,Sirius Computer Solutions,B,MORTGAGE,2021-12-11,2021-05-16,2021-07-14,Fully Paid,2021-08-14,1282460,Debt Consolidation,B5,36 months,Source Verified,200000.00,0.1888,335.45,0.1269,10000.00,46,12024.00
659409,WI,INDIVIDUAL,7 years,"Progressive Machinery, Inc.",B,MORTGAGE,2021-01-11,2021-04-16,2021-02-14,Fully Paid,2021-03-14,843354,Debt Consolidation,B2,36 months,Source Verified,60000.00,0.1232,387.21,0.1000,12000.00,21,13940.00
972620,MD,INDIVIDUAL,7 years,T. Rowe Price,B,MORTGAGE,2021-10-11,2021-06-14,2021-11-11,Fully Paid,2021-12-11,1194579,Debt Consolidation,B2,36 months,Source Verified,76000.00,0.2252,208.47,0.1065,6400.00,22,6457.00
855586,CA,INDIVIDUAL,5 years,San Bernardino City Unified School Distr,B,MORTGAGE,2021-08-11,2021-05-16,2021-09-14,Fully Paid,2021-10-14,1067909,Debt Consolidation,B4,36 months,Source Verified,65000.00,0.0930,131.89,0.1149,4000.00,20,4748.00
426037,GA,INDIVIDUAL,8 years,Spacenet Inc.,B,MORTGAGE,2021-07-09,2021-05-16,2021-06-10,Fully Paid,2021-07-10,502376,Debt Consolidation,B2,36 months,Source Verified,92000.00,0.0254,328.64,0.1126,10000.00,21,10837.00
564582,PA,INDIVIDUAL,10+ years,Port authority of Allegheny co.,C,MORTGAGE,2021-09-10,2021-09-13,2021-09-13,Fully Paid,2021-10-13,726414,Debt Consolidation,C1,36 months,Source Verified,64000.00,0.2269,507.08,0.1323,15000.00,21,18256.00
662674,WA,INDIVIDUAL,10+ years,city of richland,C,MORTGAGE,2021-01-11,2021-08-14,2021-03-13,Fully Paid,2021-04-13,847431,Debt Consolidation,C1,36 months,Source Verified,35000.00,0.0593,268.33,0.1268,8000.00,24,9481.00
656099,SD,INDIVIDUAL,10+ years,Human Services Center,C,MORTGAGE,2021-01-11,2021-01-16,2021-03-13,Fully Paid,2021-04-13,839152,Debt Consolidation,C2,36 months,Source Verified,36000.00,0.1727,161.87,0.1306,4800.00,22,5717.00
668278,OH,INDIVIDUAL,4 years,Evergreen Packaging,C,MORTGAGE,2021-02-11,2021-05-16,2021-03-14,Fully Paid,2021-04-14,854440,Debt Consolidation,C2,36 months,Source Verified,42500.00,0.1067,269.79,0.1306,8000.00,25,9712.00
835727,GA,INDIVIDUAL,10+ years,The Clinch County News,C,MORTGAGE,2021-08-11,2021-05-16,2021-08-14,Fully Paid,2021-09-14,1045701,Debt Consolidation,C1,36 months,Source Verified,45600.00,0.1279,202.14,0.1299,6000.00,19,7277.00
813928,OK,INDIVIDUAL,10+ years,midfirst bank,C,MORTGAGE,2021-07-11,2021-09-13,2021-08-13,Fully Paid,2021-09-13,1021407,Debt Consolidation,C3,36 months,Source Verified,45000.00,0.2141,482.70,0.1399,14125.00,38,17024.00
642432,LA,INDIVIDUAL,4 years,St Tammany Fire Protection Dist 1,C,MORTGAGE,2021-01-11,2021-02-14,2021-02-14,Fully Paid,2021-03-14,822282,Debt Consolidation,C5,36 months,Source Verified,95000.00,0.0854,81.71,0.1372,2400.00,15,2991.00
677108,MN,INDIVIDUAL,6 years,Morries Brooklyn Park Subaru,C,MORTGAGE,2021-02-11,2021-12-15,2021-03-14,Fully Paid,2021-04-14,865164,Debt Consolidation,C3,36 months,Source Verified,55000.00,0.2345,169.51,0.1343,5000.00,22,6102.00
784538,CA,INDIVIDUAL,10+ years,USMC,C,MORTGAGE,2021-07-11,2021-12-02,2021-02-12,Fully Paid,2021-03-12,987762,Debt Consolidation,C1,36 months,Source Verified,86400.00,0.1746,269.52,0.1299,8000.00,27,8564.00
746973,OH,INDIVIDUAL,10+ years,state of ohio,C,MORTGAGE,2021-05-11,2021-05-16,2021-06-14,Fully Paid,2021-07-14,945795,Debt Consolidation,C3,36 months,Source Verified,55000.00,0.1649,341.73,0.1399,10000.00,26,12302.00
641361,NV,INDIVIDUAL,10+ years,Arcata associate,C,MORTGAGE,2021-12-10,2021-09-15,2021-09-11,Fully Paid,2021-10-11,820973,Debt Consolidation,C4,36 months,Source Verified,60000.00,0.2136,203.18,0.1335,6000.00,31,6491.00
769216,WV,INDIVIDUAL,2 years,Unspecified,D,MORTGAGE,2021-06-11,2021-04-16,2021-06-14,Fully Paid,2021-07-14,970658,Debt Consolidation,D2,36 months,Source Verified,100000.00,0.0913,527.29,0.1599,15000.00,24,18982.00
838539,WI,INDIVIDUAL,10+ years,us pot office,D,MORTGAGE,2021-08-11,2021-06-14,2021-06-14,Fully Paid,2021-07-14,1048640,Debt Consolidation,D1,36 months,Source Verified,90000.00,0.1355,734.37,0.1562,21000.00,13,26409.00
825885,KS,INDIVIDUAL,10+ years,USD 281: Hill City Grade School,E,MORTGAGE,2021-07-11,2021-11-15,2021-08-14,Fully Paid,2021-09-14,1034718,Debt Consolidation,E2,36 months,Source Verified,62000.00,0.0406,150.85,0.1839,4150.00,15,5430.00
836214,TX,INDIVIDUAL,10+ years,Unspecified,B,OWN,2021-08-11,2021-01-15,2021-08-14,Fully Paid,2021-09-14,1046228,Debt Consolidation,B4,36 months,Source Verified,120000.00,0.1882,593.49,0.1149,18000.00,36,21365.00
652371,KS,INDIVIDUAL,2 years,KSU Foundation,B,OWN,2021-01-11,2021-11-14,2021-05-13,Fully Paid,2021-06-13,834354,Debt Consolidation,B3,36 months,Source Verified,14400.00,0.0508,180.05,0.1037,5550.00,13,6428.00
706794,WA,INDIVIDUAL,3 years,Home town services,B,OWN,2021-03-11,2021-01-16,2021-04-14,Fully Paid,2021-05-14,899050,Debt Consolidation,B3,36 months,Source Verified,24000.00,0.1480,259.53,0.1037,8000.00,13,9343.00
811269,KY,INDIVIDUAL,10+ years,Unspecified,B,OWN,2021-07-11,2021-05-16,2021-07-14,Fully Paid,2021-08-14,1018268,Debt Consolidation,B5,36 months,Source Verified,105859.00,0.1482,398.52,0.1199,12000.00,20,14346.00
743013,CA,INDIVIDUAL,10+ years,Sycuan Casino,A,RENT,2021-05-11,2021-09-14,2021-10-12,Fully Paid,2021-11-12,941194,Debt Consolidation,A4,36 months,Source Verified,52000.00,0.1890,217.72,0.0749,7000.00,18,7590.00
835351,CA,INDIVIDUAL,4 years,PCC Network Solutions,A,RENT,2021-08-11,2021-03-16,2021-08-14,Fully Paid,2021-09-14,1045272,Debt Consolidation,A4,36 months,Source Verified,48000.00,0.0440,233.27,0.0749,7500.00,11,8397.00
619649,WA,INDIVIDUAL,< 1 year,Fairfax Hospital,A,RENT,2021-12-10,2021-05-16,2021-12-13,Fully Paid,2022-01-13,794208,Debt Consolidation,A5,36 months,Source Verified,62400.00,0.1792,370.04,0.0691,12000.00,31,13321.00
980365,WA,INDIVIDUAL,< 1 year,Shadle Park Presbyterian Church,A,RENT,2021-10-11,2021-12-01,2021-01-12,Fully Paid,2021-02-12,1203547,Debt Consolidation,A4,36 months,Source Verified,53285.00,0.1581,125.17,0.0790,4000.00,17,4077.00
885551,TX,INDIVIDUAL,< 1 year,Oasis Sales Inc,A,RENT,2021-09-11,2021-11-15,2021-06-12,Fully Paid,2021-07-12,1101248,Debt Consolidation,A5,36 months,Source Verified,69000.00,0.0583,63.51,0.0890,2000.00,31,2108.00
710662,MD,INDIVIDUAL,1 year,First Christian Church,B,RENT,2021-04-11,2021-05-16,2021-07-13,Fully Paid,2021-08-13,903434,Debt Consolidation,B2,36 months,Source Verified,30000.00,0.1024,516.28,0.1000,16000.00,28,18332.00
681752,NJ,INDIVIDUAL,1 year,IKEA,B,RENT,2021-03-11,2021-04-14,2021-04-14,Fully Paid,2021-05-14,870824,Debt Consolidation,B4,36 months,Source Verified,58000.00,0.0153,130.47,0.1074,4000.00,10,4820.00
877077,NY,INDIVIDUAL,1 year,NYC Veterinary Specialists,B,RENT,2021-09-11,2021-03-15,2021-05-13,Fully Paid,2021-06-13,1091747,Debt Consolidation,B4,36 months,Source Verified,55000.00,0.1625,224.21,0.1149,6800.00,29,7796.00
887182,CA,INDIVIDUAL,1 year,Managment Trust,B,RENT,2021-09-11,2021-03-15,2021-05-14,Fully Paid,2021-06-14,1103313,Debt Consolidation,B5,36 months,Source Verified,26000.00,0.1883,134.18,0.1269,4000.00,6,4810.00
1022579,CA,INDIVIDUAL,10+ years,Kaiser Permanente,B,RENT,2021-11-11,2021-06-15,2021-08-12,Fully Paid,2021-09-12,1251359,Debt Consolidation,B4,36 months,Source Verified,36000.00,0.2153,48.46,0.1242,1450.00,11,1572.00
789076,KY,INDIVIDUAL,10+ years,k-va-t foodstores (food city),B,RENT,2021-06-11,2021-04-16,2021-07-14,Fully Paid,2021-08-14,992908,Debt Consolidation,B4,36 months,Source Verified,19200.00,0.0988,145.08,0.1149,4400.00,30,5223.00
718570,CA,INDIVIDUAL,10+ years,national oilwell varco,B,RENT,2021-04-11,2021-05-16,2021-04-14,Fully Paid,2021-05-14,912807,Debt Consolidation,B5,36 months,Source Verified,43200.00,0.0956,131.17,0.1111,4000.00,17,4722.00
868836,OR,INDIVIDUAL,2 years,Lewis & Clark Montessori Charter School,B,RENT,2021-09-11,2021-05-16,2021-09-14,Fully Paid,2021-10-14,1082666,Debt Consolidation,B2,36 months,Source Verified,72500.00,0.1405,292.91,0.1059,9000.00,20,10545.00
681967,OR,INDIVIDUAL,2 years,City of Warrenton,B,RENT,2021-02-11,2021-03-14,2021-03-14,Fully Paid,2021-04-14,871072,Debt Consolidation,B4,36 months,Source Verified,56324.00,0.1728,404.44,0.1074,12400.00,23,14560.00
709248,OH,INDIVIDUAL,8 years,Janesvillw Acoustics,B,RENT,2021-03-11,2021-04-14,2021-04-14,Fully Paid,2021-05-14,901848,Debt Consolidation,B5,36 months,Source Verified,21888.00,0.1782,216.42,0.1111,6600.00,17,7791.00
682295,CA,INDIVIDUAL,< 1 year,East County Tow,B,RENT,2021-02-11,2021-08-14,2021-07-13,Fully Paid,2021-08-13,871438,Debt Consolidation,B3,36 months,Source Verified,49000.00,0.2128,356.86,0.1037,11000.00,13,12739.00
742805,FL,INDIVIDUAL,< 1 year,Bridges of America,B,RENT,2021-05-11,2021-05-16,2021-04-14,Fully Paid,2021-05-14,940957,Debt Consolidation,B4,36 months,Source Verified,36000.00,0.2447,403.90,0.1149,12250.00,27,14536.00
663394,FL,INDIVIDUAL,4 years,Latex Pipeline Corporation,B,RENT,2021-02-11,2021-02-16,2021-01-13,Fully Paid,2021-02-13,848285,Debt Consolidation,B3,36 months,Source Verified,180000.00,0.0707,259.53,0.1037,8000.00,36,9127.00
673901,NJ,INDIVIDUAL,6 years,Seton Hall University,B,RENT,2021-02-11,2021-03-16,2021-11-12,Fully Paid,2021-12-12,861353,Debt Consolidation,B4,36 months,Source Verified,75000.00,0.0680,212.01,0.1074,6500.00,53,7415.00
795260,NC,INDIVIDUAL,9 years,NC Air National Guard,B,RENT,2021-06-11,2021-05-16,2021-05-13,Fully Paid,2021-06-13,999980,Debt Consolidation,B2,36 months,Source Verified,55500.00,0.2210,97.64,0.1059,3000.00,19,3429.00
698092,NY,INDIVIDUAL,9 years,NYULangone Medical Center,B,RENT,2021-03-11,2021-07-14,2021-03-14,Fully Paid,2021-04-14,889497,Debt Consolidation,B5,36 months,Source Verified,39860.00,0.1108,262.33,0.1111,8000.00,16,9444.00
796187,AL,INDIVIDUAL,10+ years,AT&T,B,RENT,2021-06-11,2021-05-16,2021-09-12,Fully Paid,2021-10-12,1000954,Debt Consolidation,B4,36 months,Source Verified,63000.00,0.1204,197.83,0.1149,6000.00,37,6677.00
709496,CA,INDIVIDUAL,3 years,Morton Capital Management,B,RENT,2021-03-11,2021-04-16,2021-03-13,Fully Paid,2021-04-13,902121,Debt Consolidation,B1,36 months,Source Verified,150000.00,0.1604,224.66,0.0963,7000.00,19,7931.00
719129,MN,INDIVIDUAL,6 years,St. Lukes Hospital,B,RENT,2021-04-11,2021-05-13,2021-05-13,Fully Paid,2021-06-13,913440,Debt Consolidation,B4,36 months,Source Verified,24000.00,0.1730,163.08,0.1074,5000.00,16,5779.00
503672,MD,INDIVIDUAL,7 years,TW Perry,B,RENT,2021-04-10,2021-05-16,2021-08-11,Fully Paid,2021-09-11,648311,Debt Consolidation,B3,36 months,Source Verified,53000.00,0.2407,488.40,0.1062,15000.00,14,16648.00
613943,WI,INDIVIDUAL,2 years,Blommer Peterman SC,B,RENT,2021-12-10,2021-02-16,2021-12-12,Fully Paid,2022-01-12,787105,Debt Consolidation,B5,36 months,Source Verified,45000.00,0.2424,470.33,0.1036,14500.00,26,16628.00
590035,MD,INDIVIDUAL,10+ years,Technology Service Corporation,B,RENT,2021-10-10,2021-05-16,2021-10-11,Fully Paid,2021-11-11,757948,Debt Consolidation,B5,36 months,Source Verified,30000.00,0.1936,99.45,0.1186,3000.00,16,3294.00
624023,NV,INDIVIDUAL,1 year,The Shutter Store,C,RENT,2021-12-10,2021-11-14,2021-12-13,Fully Paid,2022-01-13,799712,Debt Consolidation,C2,36 months,Source Verified,36000.00,0.2037,160.84,0.1261,4800.00,17,5790.00
430951,MN,INDIVIDUAL,10+ years,Candaian national railroad,C,RENT,2021-08-09,2021-12-04,2021-03-12,Fully Paid,2021-04-12,511290,Debt Consolidation,C3,36 months,Source Verified,75000.00,0.0675,675.41,0.1316,20000.00,12,24206.00
581266,OH,INDIVIDUAL,3 years,encore rehabilitation,C,RENT,2021-09-10,2021-05-16,2021-01-13,Fully Paid,2021-02-13,747146,Debt Consolidation,C5,36 months,Source Verified,36000.00,0.2273,345.29,0.1472,10000.00,15,12248.00
991921,CA,INDIVIDUAL,4 years,Edgewood Partners Insurance Center,C,RENT,2021-10-11,2021-05-16,2021-10-13,Fully Paid,2021-11-13,1216203,Debt Consolidation,C1,36 months,Source Verified,107000.00,0.0535,542.89,0.1349,16000.00,19,19019.00
526149,CO,INDIVIDUAL,4 years,Seagate Technology,C,RENT,2021-06-10,2021-05-16,2021-06-13,Fully Paid,2021-07-13,680702,Debt Consolidation,C3,36 months,Source Verified,75000.00,0.0773,205.01,0.1398,6000.00,23,7381.00
439530,CA,INDIVIDUAL,5 years,Gordon Properties,C,RENT,2021-09-09,2021-05-16,2021-01-11,Fully Paid,2021-02-11,531112,Debt Consolidation,C1,36 months,Source Verified,30000.00,0.0952,269.07,0.1287,8000.00,15,9071.00
371793,NV,INDIVIDUAL,< 1 year,"Comverge, Inc.",C,RENT,2021-01-09,2021-11-14,2021-02-12,Fully Paid,2021-03-12,390046,Debt Consolidation,C5,36 months,Source Verified,45000.00,0.0907,190.83,0.1379,5600.00,21,6897.00
506030,TX,INDIVIDUAL,2 years,UTSouthwestern Medical Center,C,RENT,2021-04-10,2021-05-13,2021-05-13,Fully Paid,2021-06-13,652358,Debt Consolidation,C5,36 months,Source Verified,91000.00,0.1457,548.55,0.1422,16000.00,28,19748.00
1004005,CA,INDIVIDUAL,1 year,webb1realty,C,RENT,2021-10-11,2021-11-14,2021-11-14,Fully Paid,2021-12-14,1230424,Debt Consolidation,C1,36 months,Source Verified,85000.00,0.0819,593.79,0.1349,17500.00,23,21376.00
807679,CA,INDIVIDUAL,1 year,AAA Auto Club,C,RENT,2021-07-11,2021-05-16,2021-08-14,Fully Paid,2021-09-14,1014283,Debt Consolidation,C3,36 months,Source Verified,60000.00,0.1194,54.68,0.1399,1600.00,15,1968.00
827490,WA,INDIVIDUAL,2 years,JP Morgan Chase,C,RENT,2021-07-11,2021-12-04,2021-04-12,Fully Paid,2021-05-12,1036445,Debt Consolidation,C5,36 months,Source Verified,42000.00,0.0700,158.25,0.1523,4550.00,9,4927.00
777141,MN,INDIVIDUAL,10+ years,"JJAMZ, INC",C,RENT,2021-06-11,2021-05-16,2021-09-11,Fully Paid,2021-10-11,979592,Debt Consolidation,C5,36 months,Source Verified,60000.00,0.0994,95.64,0.1523,2750.00,10,2852.00
